x1,x2
0.4108008501533619,0.35318920726919767
0.5489682430140904,0.7432436664134867
0.5275559856098557,0.23020791700485269
0.5133150941646263,0.5179934891126733
0.325943831761547,0.5655605674581338
0.07853322485065582,0.6285334012912582
0.5294702468943743,0.41671728751410136
0.5742294782769339,0.631320131191509
0.4974384454714796,0.08457853282142315
0.4176010469600236,0.46459790287027697
0.6002348052209191,0.4164151464834931
0.43567432520674354,0.21081913153911178
0.5952257385862519,0.49189016639507627
0.7826948011460862,0.5867531907410454
0.4288712959792845,0.708610719141722
0.8096620367842461,0.7105702401925025
0.30226718087992843,0.5788141381886559
0.3949846946089326,0.5120886325691776
0.4207314099205555,0.3733082054655275
0.46274905605439304,0.24161995551082321
0.4842131849355431,0.18696724551598878
0.5762335998784759,0.3655148381691649
0.6164157830495767,0.43988646352782684
0.12212628286005604,0.6272466895265546
0.43193333860318983,0.5208765126328543
0.3838656263686821,0.5756933519781445
0.5019531404653468,0.1747807863248017
0.5115339649249626,0.3456521392934076
0.6789836399097186,0.543668382859636
0.6000221428416972,0.42870584840795334
0.5128110399323685,0.3998570195847167
0.4993473706713782,0.3300948445133199
0.5144746928824975,0.04040655660480441
0.6548128751804205,0.5852284892995012
0.21809820757017231,0.5788315844756484
0.46125025474259634,0.5207915141488347
0.5399302266403654,0.5492016929784326
0.3984249870961112,0.3229054999110474
0.5913017736533968,0.44706791359605436
0.6404248930751012,0.49515110904925697
0.994900600749284,0.5634851241944498
0.4429274125855601,0.4429683851820388
0.5354644465154583,0.3012403367562434
0.7027088298804154,0.6779749473114994
0.5166546638672268,0.08758590471635098
0.5381617669451948,0.5211626696928251
0.8468330075097865,0.5435175854837754
0.44532370043960495,0.5213479782571854
0.15414834640766387,0.5590143864893679
0.5737323173950911,0.3850427929309758
0.350512990387328,0.43794453714630954
0.5072017848188156,0.4307605495653043
0.6009134264570509,0.6651804637863585
0.5567580951883034,0.601600964708169
0.4851002821358728,0.3969786284465203
0.8265620302544048,0.5845026896188379
0.5269005551929468,0.05291342521493932
0.5516185111926577,0.5210824617706593
0.5924864390280272,0.7798608319046916
0.38425336528447174,0.36662904273546965
0.1444088954727838,0.6692595567321566
0.6184202255123284,0.5995093281705758
0.5753722675740176,0.6061870098990549
0.5694918037524298,0.3707050310082189
0.5121232536189557,0.18841827633008837
0.5407366832283806,0.5408151020936316
0.5668805238594531,0.5336556993964925
0.5477079585423273,0.3432477908992511
0.5098733595492609,0.21628546016611236
0.5441831989569307,0.49529745777185763
0.4753523387434574,0.5720241511463747
0.6169863273149647,0.3692261030602181
0.6338041734526426,0.5377366054769271
0.7304704894871977,0.5698507297908303
0.5519891502926094,0.5490720794094026
0.8612085578082973,0.5261547220574564
0.3427019983136033,0.5342577329236844
0.5107471572525855,0.17933906480721792
0.5587239708563727,0.37053232608021464
0.6427003394074944,0.40981051514126493
0.18811627721079058,0.5782483695068338
0.8753927772113577,0.5901969475901122
0.43571525757491325,0.29926209399395937
0.6423542884985505,0.5156941380416702
0.5684678297647919,0.7173860298296568
0.4579528515785818,0.3190585518823214
0.5009968616800663,0.12877246017654273
0.40011550623462927,0.31857690916595005
0.5386644149480571,0.2616886828026122
0.34851726846672193,0.6385704460500014
0.46572422854194484,0.5205305487546388
0.4427275752639832,0.27768020459765413
0.5176421868796285,0.4649731590871557
0.5800437480268368,0.40740355265751643
0.7892665012038834,0.5670535408278499
0.4950704067510555,0.40844277582389565
0.4536395647118369,0.3991689048639253
0.3801561339492028,0.508876534934817
0.6755714098982377,0.6787030417677239
0.5062935765202656,0.011849634839955903
0.5321366687969398,0.09443980526243337
0.5571152047794243,0.513648797407557
0.6045890848089277,0.602826618668639
0.5478801215055777,0.17522076444037524
0.5097249766672878,0.08854520502747944
0.7431671890624629,0.6419161598766641
0.48666240955437184,0.49347657630126823
0.44425463104348606,0.5272183009773739
0.4988277765488868,0.390686878072713
0.4876537232436251,0.4736371765861497
0.3994402930764849,0.6008817304092969
0.5453120852670225,0.4922153978225331
0.2978484098866944,0.45236299420996756
0.3704487785631757,0.3573887743333306
0.5026246418685087,0.4794947122095188
0.060773467950949935,0.5178271155343386
0.6559010419683456,0.4617193443527543
0.5280255863351159,0.3160871230536483
0.5691821462114276,0.48520981406306773
0.5127431895404702,0.26973327458105845
0.3217266063251254,0.49791605241246734
0.6513800449013836,0.5335029630217031
