y1,y2
0.2672168333201138,0.4502622968603245
0.29829583399356197,0.49083803398596304
0.5934228416818119,0.5037748323407436
0.36302763278967215,0.4884376899906672
0.5082031004939844,0.16315809791008332
0.10673043437798495,0.46680099831465804
0.5650293197813656,0.575808287826645
0.6503932659343016,0.7027233297360236
0.8692890643213149,0.4869922491888776
0.39161490452738285,0.46990007970699094
0.5335527174358042,0.6399184007369692
0.4706236149872707,0.43216288205866304
0.44092850894609864,0.7174771513641609
0.22889568839981667,0.6265705147827795
0.32027186927062207,0.24955691529599058
0.11671673753655078,0.6571223584015453
0.6948726793145864,0.27183113548089255
0.4818855247610501,0.3578182279230964
0.5529674506927981,0.18611009133774412
0.4804892366408331,0.4377283118428859
0.4340167745979575,0.43859742439268884
0.7597828902901633,0.6694148961992361
0.42847785916794623,0.5061108085440035
0.1959483294954854,0.31739830285983794
0.4658216356639635,0.33507025112857974
0.42796813696814123,0.21455793639582535
0.7788028891786496,0.3943984484451834
0.45239436119375515,0.4875744369494037
0.501483838113294,0.6393932576864503
0.3613557197958999,0.37909681589165456
0.4896022330977575,0.5149460655998661
0.7172994825225899,0.48896139005078376
0.7734853743593298,0.39818137918420005
0.23578957775112647,0.5894037881397928
0.3334028674588561,0.2595663692770781
0.23117993041457552,0.49022273121641086
0.43849806470054414,0.4878203992541751
0.5303396617655307,0.2145599901127714
0.6803408489919537,0.71836983402646
0.4864441129218131,0.6901553943487261
0.23205161918559694,0.5685338353392722
0.5401046239114374,0.4818966671146097
0.4333803165736657,0.5526637210058898
0.5967325093859048,0.6221061041551776
0.8708808997018971,0.48852122322865654
0.37007874015748093,0.4887619112268765
0.413801805567303,0.8399914312028102
0.3307086614173234,0.4913288379716929
0.30033512966417975,0.26957160484853915
0.44788717170596065,0.5352579039087358
0.5534568921333264,0.32737590236932007
0.257182657851029,0.4064880046298916
0.568577732004023,0.4884605833811879
0.402375551165391,0.44773398747161425
0.6995329411713221,0.42765241682004007
0.408162883493083,0.6007306547564495
0.7823992196345678,0.4883732718718452
0.314206745119899,0.5302421780648807
0.30547120279290346,0.6076357132163563
0.42767409894590896,0.384709630330587
0.314058565715958,0.355902204032084
0.2761226114680211,0.49581826277720575
0.4221621615767007,0.5104444430392069
0.8050903284698271,0.6313971173769812
0.6581826936437476,0.48737549983563305
0.41078091282490614,0.5079471463624793
0.31008944351184015,0.5637688857718514
0.5374794260443255,0.5684355279968336
0.7946244027169164,0.443935744114138
0.40585837970797994,0.4473383083564883
0.3370754322584563,0.18430660627617157
0.42562612037783265,0.5167186087479569
0.2660858077836462,0.5146573121196897
0.3256003952253903,0.7011481919553703
0.4378880687477781,0.5894474052099721
0.2997393292220325,0.49289473660183886
0.2766425519484344,0.45870432323905813
0.8197847433719074,0.5314879150005459
0.25951353188112974,0.489680066461939
0.4319462205294323,0.5696141796343437
0.3321441781966899,0.38101447446934583
0.3126295127858151,0.7434052135783965
0.48233060367837527,0.4569349849043912
0.3460663736763794,0.5037767724071638
0.4336085494960514,0.49642590942493786
0.5717450389900691,0.4884312559250758
0.5770478553740205,0.3971295472523305
0.4254025266902189,0.4793981243430031
0.5112712025609596,0.5079106313008778
0.35543421590061036,0.29151065570549733
0.32760258690207894,0.4814658786720247
0.39361102060516834,0.3840798970047351
0.3646553269292696,0.45914326450428866
0.5125573164589541,0.49409282964950385
0.21198731031698342,0.5412835022270783
0.30118625838740604,0.32306288542335854
0.4601853789328804,0.35510919423218407
0.6656424864694729,0.33083002934431377
0.44346304978887674,0.6727708284415179
0.9876159542939591,0.5391062260223165
0.9197248651059353,0.5378265630089283
0.6366508278237977,0.4903662210706913
0.39396279084037544,0.576776598229643
0.37809337942583304,0.5294674146702102
0.8153094139514623,0.33276637098229694
0.3267780430525133,0.7421267973480147
0.489696907017036,0.29932710639714305
0.6394325761719327,0.4017505583296261
0.5184197544963364,0.658238936603988
0.5240612474659008,0.3934154785331318
0.4094416858730794,0.4292316882224775
0.42948042695207445,0.4550390885909375
0.3435122798302621,0.30723236734436
0.45505278835256113,0.4872802015460657
0.6986143187878454,0.4078568103248922
0.40944881889763846,0.4913288379716929
0.44565884267885025,0.6730847255459531
0.35092703212504395,0.46250651858872494
0.4549963419661219,0.7979992800128107
0.6837283220353568,0.5117738806784106
0.36786055471356727,0.39820203982081653
0.5048301810508965,0.6075035555829051
0.5466513863272258,0.2393766280144994
0.6658583922650637,0.18446632845880426
0.5935897031341243,0.3688374716262489
0.5427748908462506,0.44061414090745726
0.4617899635143033,0.48915363764283265
0.22884773371129571,0.5838972480421795
0.2733323357081444,0.6311585646996278
0.5209095977131004,0.9717176485566715
0.8670780696630846,0.4879337089542994
0.5185280882296099,0.6406924643073159
0.4353555323047313,0.3546516427927721
0.5926789223355903,0.3333195374258023
0.3640191992960337,0.4831365911080057
0.34645669291338643,0.4913288379716929
0.1954585928816583,0.5296065414014653
0.3221189050124137,0.37936588479951916
0.45373613040011007,0.6141103590447248
0.5470289171521604,0.48371944363563624
0.42940607013970916,0.4873518070722156
0.3010483656730499,0.4156209392379201
0.36177705539472016,0.3475673971043059
0.7816428417595238,0.43572678964614486
0.26171664834612346,0.4018910067234487
0.46439570933979574,0.2876053921267501
0.5006607051723613,0.10198200631223468
0.4293724434784304,0.5091738211738336
0.4377350301556211,0.52180405907443
0.2953973135896548,0.8101326545508668
0.2515021019484224,0.5295793659378173
0.3635476364145153,0.761272731562015
0.4408819091552208,0.49102079530567977
0.3346193638182681,0.5504728580742528
0.5954543500291758,0.5095732227254862
0.4537915621894841,0.3790340823889019
0.48783057130640983,0.4777926063240233
0.31690932886064477,0.48558563901013624
0.44995411188209394,0.4442782120259875
0.3553570554027606,0.4875640508195298
0.4232901792674133,0.35441821260772777
0.8419176428830439,0.489652048874512
0.43317133350766446,0.5061972202786743
0.2536336976569213,0.36030388115437256
0.923689092503905,0.585094349219231
0.4540843132668417,0.47367803181550405
0.3630113563395598,0.6452320958482998
0.43533284842413944,0.3842275041719589
0.9293421840517484,0.6965586140401935
0.3790476543514145,0.4962614064157181
0.41392926192325274,0.17199836349397316
0.2677261287083612,0.4917767602290243
0.41852938977893,0.39219641273620615
0.5367132224558617,0.08313265691889181
0.29328728161655027,0.49450511018843324
0.676940152758027,0.5797735402230153
0.48948846011998176,0.6113444110637897
0.19033594539508117,0.34245966449745463
0.13847379907197,0.4429278538973069
0.6439663259106269,0.1108372220946946
0.30902790989343276,0.3128403754039747
